EventID,VehicleType,Latitude,Longitude,EquipmentID,BusID,BusLine,id,tripId,startTime,StartDate,routeId,speed,currentStopSequence,currentStatus,timestamp,occupancyStatus
143,Bus,45.469511,-73.6417343,Bus 51 E18,18,Bus 51 E,40075,263868994,,,254,42.09300874,67,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
143,Bus,45.4945181,-73.6195296,Bus 51 O3,3,Bus 51 O,40066,263868983,,,82,50.27329674,55,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
143,Bus,45.5033617,-73.6186981,Bus 51 O6,6,Bus 51 O,40070,263868985,,,150,3.077305178,6,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
143,Bus,45.5126175,-73.6138594,Bus 51 O9,9,Bus 51 O,40072,263868988,,,266,6.738980276,16,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
144,Bus,45.5129633,-73.643074,Bus 165 N1,1,Bus 165 N,40064,263868995,,,200,59.22781002,58,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
144,Bus,45.4959997,-73.6089993,Bus 165 N10,10,Bus 165 N,40073,263869002,,,82,21.92010671,54,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
144,Bus,45.4968194,-73.623392,Bus 165 N7,7,Bus 165 N,40071,263868999,,,487,42.70794346,1,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
144,Bus,45.4965223,-73.5826707,Bus 165 S13,13,Bus 165 S,40067,263869004,,,58,11.00487264,20,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
144,Bus,45.4730199,-73.5985279,Bus 420 E11,11,Bus 420 E,40074,263869003,,,119,17.99121301,66,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
144,Bus,45.473398,-73.6394557,Bus 51 E15,15,Bus 51 E,40069,263869005,,,21,49.26747187,57,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
144,Bus,45.4696784,-73.6416002,Bus 51 E18,18,Bus 51 E,40075,263869007,,,260,1.056481195,21,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
144,Bus,45.4943,-73.6197174,Bus 51 O3,3,Bus 51 O,40066,263868996,,,85,43.26018077,56,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
144,Bus,45.5027301,-73.6193204,Bus 51 O6,6,Bus 51 O,40070,263868998,,,106,28.12035287,49,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
144,Bus,45.5123468,-73.6143959,Bus 51 O9,9,Bus 51 O,40072,263869001,,,236,20.89516009,7,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
145,Bus,45.5135948,-73.643117,Bus 165 N1,1,Bus 165 N,40064,263869008,,,67,28.92119658,80,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
145,Bus,45.4959846,-73.6094177,Bus 165 N10,10,Bus 165 N,40073,263869015,,,157,5.792273206,45,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
145,Bus,45.496951,-73.623687,Bus 165 N7,7,Bus 165 N,40071,263869012,,,163,11.05415487,28,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
145,Bus,45.49656,-73.582027,Bus 165 S13,13,Bus 165 S,40067,263869017,,,416,57.80494139,71,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
145,Bus,45.4732908,-73.59797,Bus 420 E11,11,Bus 420 E,40074,263869016,,,229,27.35766994,80,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
145,Bus,45.4735297,-73.6393458,Bus 51 E15,15,Bus 51 E,40069,263869018,,,283,4.013105401,26,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
145,Bus,45.4697998,-73.6415023,Bus 51 E18,18,Bus 51 E,40075,263869020,,,142,53.51806917,75,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
145,Bus,45.4941684,-73.6198354,Bus 51 O3,3,Bus 51 O,40066,263869009,,,465,20.94287208,73,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
145,Bus,45.5022112,-73.619771,Bus 51 O6,6,Bus 51 O,40070,263869011,,,153,27.26565078,64,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
145,Bus,45.5120686,-73.614943,Bus 51 O9,9,Bus 51 O,40072,263869014,,,264,10.59279636,53,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
146,Bus,45.5139933,-73.6431384,Bus 165 N1,1,Bus 165 N,40064,263869021,,,330,55.25829066,36,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
146,Bus,45.495932,-73.6099112,Bus 165 N10,10,Bus 165 N,40073,263869028,,,447,8.517632222,29,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
146,Bus,45.4971202,-73.6240679,Bus 165 N7,7,Bus 165 N,40071,263869025,,,11,2.714209355,51,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
146,Bus,45.4965449,-73.5816246,Bus 165 S13,13,Bus 165 S,40067,263869030,,,212,29.86870904,13,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
146,Bus,45.4732983,-73.5975194,Bus 420 E11,11,Bus 420 E,40074,263869029,,,151,43.08860285,51,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
146,Bus,45.473667,-73.6392117,Bus 51 E15,15,Bus 51 E,40069,263869031,,,197,12.58454453,3,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
146,Bus,45.4699249,-73.6414057,Bus 51 E18,18,Bus 51 E,40075,263869033,,,381,19.12588763,21,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
146,Bus,45.4939654,-73.6200124,Bus 51 O3,3,Bus 51 O,40066,263869022,,,321,55.83153319,57,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
146,Bus,45.5016473,-73.6202753,Bus 51 O6,6,Bus 51 O,40070,263869024,,,57,28.76871827,25,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
146,Bus,45.5117303,-73.6155009,Bus 51 O9,9,Bus 51 O,40072,263869027,,,221,5.398500276,74,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
147,Bus,45.5143842,-73.6431599,Bus 165 N1,1,Bus 165 N,40064,263869034,,,424,12.80924165,36,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
147,Bus,45.4958493,-73.6106086,Bus 165 N10,10,Bus 165 N,40073,263869041,,,375,16.21996425,19,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
147,Bus,45.4973195,-73.6245131,Bus 165 N7,7,Bus 165 N,40071,263869038,,,121,12.85591318,58,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
147,Bus,45.4964885,-73.5815066,Bus 165 S13,13,Bus 165 S,40067,263869043,,,276,35.35830379,75,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
147,Bus,45.4732682,-73.5971439,Bus 420 E11,11,Bus 420 E,40074,263869042,,,225,29.69463316,47,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
147,Bus,45.4738156,-73.6390829,Bus 51 E15,15,Bus 51 E,40069,263869044,,,270,22.43711768,72,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
147,Bus,45.4700415,-73.6413091,Bus 51 E18,18,Bus 51 E,40075,263869046,,,366,48.01884876,33,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
147,Bus,45.4937698,-73.6201519,Bus 51 O3,3,Bus 51 O,40066,263869035,,,150,21.26904602,61,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
147,Bus,45.5012713,-73.6206079,Bus 51 O6,6,Bus 51 O,40070,263869037,,,319,19.84111403,57,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
147,Bus,45.5115649,-73.6152434,Bus 51 O9,9,Bus 51 O,40072,263869040,,,155,14.58059047,35,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
148,Bus,45.5147752,-73.643117,Bus 165 N1,1,Bus 165 N,40064,263869047,,,2,53.62567359,22,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
148,Bus,45.4957402,-73.6110914,Bus 165 N10,10,Bus 165 N,40073,263869054,,,209,31.11134404,62,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
148,Bus,45.4975376,-73.6249906,Bus 165 N7,7,Bus 165 N,40071,263869051,,,206,59.11228185,53,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
148,Bus,45.4962366,-73.5806859,Bus 165 S13,13,Bus 165 S,40067,263869056,,,180,31.34610619,37,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
148,Bus,45.4740958,-73.5966825,Bus 420 E11,11,Bus 420 E,40074,263869055,,,472,22.45243108,52,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
148,Bus,45.4739641,-73.6389488,Bus 51 E15,15,Bus 51 E,40069,263869057,,,493,27.75795841,41,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
148,Bus,45.470176,-73.6412072,Bus 51 E18,18,Bus 51 E,40075,263869059,,,75,2.643727292,62,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
148,Bus,45.4936006,-73.6203289,Bus 51 O3,3,Bus 51 O,40066,263869048,,,132,3.002106125,78,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
148,Bus,45.5008502,-73.6209941,Bus 51 O6,6,Bus 51 O,40070,263869050,,,77,58.7129572,14,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
148,Bus,45.5113769,-73.6147714,Bus 51 O9,9,Bus 51 O,40072,263869053,,,265,41.85481077,76,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
149,Bus,45.5150533,-73.6429667,Bus 165 N1,1,Bus 165 N,40064,263869060,,,353,55.66319118,39,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
149,Bus,45.4956462,-73.6116868,Bus 165 N10,10,Bus 165 N,40073,263869067,,,69,29.32566475,51,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
149,Bus,45.4977895,-73.6255646,Bus 165 N7,7,Bus 165 N,40071,263869064,,,159,3.180367531,8,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
149,Bus,45.496105,-73.5802621,Bus 165 S13,13,Bus 165 S,40067,263869069,,,217,27.81709119,67,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
149,Bus,45.4742839,-73.5965109,Bus 420 E11,11,Bus 420 E,40074,263869068,,,433,32.68125459,52,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
149,Bus,45.4741127,-73.6388201,Bus 51 E15,15,Bus 51 E,40069,263869070,,,71,30.64172579,58,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
149,Bus,45.4703424,-73.6410704,Bus 51 E18,18,Bus 51 E,40075,263869072,,,349,52.37604878,73,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
149,Bus,45.4934239,-73.6204737,Bus 51 O3,3,Bus 51 O,40066,263869061,,,360,12.54275262,78,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
149,Bus,45.5003614,-73.6214232,Bus 51 O6,6,Bus 51 O,40070,263869063,,,161,45.89516887,21,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
149,Bus,45.5110762,-73.614192,Bus 51 O9,9,Bus 51 O,40072,263869066,,,481,13.83682778,17,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
150,Bus,45.5153841,-73.6427629,Bus 165 N1,1,Bus 165 N,40064,263869073,,,278,4.59350596,65,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
150,Bus,45.4955184,-73.6123466,Bus 165 N10,10,Bus 165 N,40073,263869080,,,443,24.5780332,37,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
150,Bus,45.4979963,-73.6260098,Bus 165 N7,7,Bus 165 N,40071,263869077,,,145,55.46731448,72,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
150,Bus,45.4959922,-73.5799241,Bus 165 S13,13,Bus 165 S,40067,263869082,,,462,9.54089793,29,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
150,Bus,45.4745622,-73.5959637,Bus 420 E11,11,Bus 420 E,40074,263869081,,,11,20.64417649,37,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
150,Bus,45.4742538,-73.6386913,Bus 51 E15,15,Bus 51 E,40069,263869083,,,288,59.04439729,36,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
150,Bus,45.4705268,-73.6409229,Bus 51 E18,18,Bus 51 E,40075,263869085,,,330,51.27439455,12,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
150,Bus,45.4932471,-73.6206239,Bus 51 O3,3,Bus 51 O,40066,263869074,,,427,45.40311269,67,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
150,Bus,45.4999327,-73.6218095,Bus 51 O6,6,Bus 51 O,40070,263869076,,,183,12.68380974,75,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
150,Bus,45.5108807,-73.6136663,Bus 51 O9,9,Bus 51 O,40072,263869079,,,298,9.82307593,5,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
151,Bus,45.5156247,-73.6427844,Bus 165 N1,1,Bus 165 N,40064,263869086,,,433,25.26583727,71,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
151,Bus,45.4954845,-73.6129099,Bus 165 N10,10,Bus 165 N,40073,263869093,,,230,23.01600425,35,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
151,Bus,45.4982332,-73.6265785,Bus 165 N7,7,Bus 165 N,40071,263869090,,,308,33.40987314,10,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
151,Bus,45.4958305,-73.5795593,Bus 165 S13,13,Bus 165 S,40067,263869095,,,472,33.62633851,38,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
151,Bus,45.4748933,-73.5949981,Bus 420 E11,11,Bus 420 E,40074,263869094,,,143,30.60900754,80,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
151,Bus,45.474393,-73.6385599,Bus 51 E15,15,Bus 51 E,40069,263869096,,,319,36.91122106,67,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
151,Bus,45.4706124,-73.6408518,Bus 51 E18,18,Bus 51 E,40075,263869098,,,221,22.48447215,43,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
151,Bus,45.4930064,-73.6208332,Bus 51 O3,3,Bus 51 O,40066,263869087,,,23,37.22765742,72,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
151,Bus,45.4995868,-73.6221313,Bus 51 O6,6,Bus 51 O,40070,263869089,,,493,56.35273241,33,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
151,Bus,45.5107078,-73.6133337,Bus 51 O9,9,Bus 51 O,40072,263869092,,,305,13.49900781,55,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
152,Bus,45.5158352,-73.6428809,Bus 165 N1,1,Bus 165 N,40064,263869099,,,339,16.61057913,67,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
152,Bus,45.4954732,-73.6132425,Bus 165 N10,10,Bus 165 N,40073,263869106,,,250,28.20702303,76,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
152,Bus,45.4984964,-73.6271363,Bus 165 N7,7,Bus 165 N,40071,263869103,,,208,22.87850641,78,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
152,Bus,45.495665,-73.5792053,Bus 165 S13,13,Bus 165 S,40067,263869108,,,187,14.19493997,68,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
152,Bus,45.4752619,-73.5929918,Bus 420 E11,11,Bus 420 E,40074,263869107,,,473,0.891729656,34,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
152,Bus,45.4744908,-73.6384687,Bus 51 E15,15,Bus 51 E,40069,263869109,,,90,41.29002973,73,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
152,Bus,45.4707017,-73.6407807,Bus 51 E18,18,Bus 51 E,40075,263869111,,,178,16.41394677,49,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
152,Bus,45.4927507,-73.6210907,Bus 51 O3,3,Bus 51 O,40066,263869100,,,383,0.143481902,19,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
152,Bus,45.4992559,-73.622421,Bus 51 O6,6,Bus 51 O,40070,263869102,,,260,47.07973344,2,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
152,Bus,45.5105198,-73.6128938,Bus 51 O9,9,Bus 51 O,40072,263869105,,,466,4.246299189,53,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
153,Bus,45.5160307,-73.643117,Bus 165 N1,1,Bus 165 N,40064,263869112,,,79,52.72730854,76,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
153,Bus,45.4954469,-73.6138326,Bus 165 N10,10,Bus 165 N,40073,263869119,,,434,11.82348935,30,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
153,Bus,45.4987559,-73.6276138,Bus 165 N7,7,Bus 165 N,40071,263869116,,,185,46.94538792,19,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
153,Bus,45.4954582,-73.578701,Bus 165 S13,13,Bus 165 S,40067,263869121,,,114,22.29765396,40,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
153,Bus,45.4757058,-73.5907924,Bus 420 E11,11,Bus 420 E,40074,263869120,,,146,59.68629351,14,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
153,Bus,45.4746093,-73.6383775,Bus 51 E15,15,Bus 51 E,40069,263869122,,,144,29.83033997,77,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
153,Bus,45.4707798,-73.6407177,Bus 51 E18,18,Bus 51 E,40075,263869124,,,298,20.19994362,75,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
153,Bus,45.4924123,-73.6213803,Bus 51 O3,3,Bus 51 O,40066,263869113,,,62,20.98887637,71,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
153,Bus,45.4990529,-73.6220884,Bus 51 O6,6,Bus 51 O,40070,263869115,,,126,51.28042546,67,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
153,Bus,45.5103544,-73.6124969,Bus 51 O9,9,Bus 51 O,40072,263869118,,,317,34.96804738,24,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
154,Bus,45.4954469,-73.6144978,Bus 165 N10,10,Bus 165 N,40073,263869131,,,127,39.15292882,40,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
154,Bus,45.4989213,-73.6279196,Bus 165 N7,7,Bus 165 N,40071,263869128,,,353,43.36883478,45,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
154,Bus,45.4767064,-73.5884213,Bus 420 E11,11,Bus 420 E,40074,263869132,,,218,16.91517796,12,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
154,Bus,45.4747353,-73.6382541,Bus 51 E15,15,Bus 51 E,40069,263869133,,,241,25.74589804,27,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
154,Bus,45.4708625,-73.6406466,Bus 51 E18,18,Bus 51 E,40075,263869135,,,343,39.71520919,2,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
154,Bus,45.492119,-73.6216271,Bus 51 O3,3,Bus 51 O,40066,263869125,,,383,55.15741663,8,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
154,Bus,45.498722,-73.6215198,Bus 51 O6,6,Bus 51 O,40070,263869127,,,416,20.69149671,3,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
154,Bus,45.5102191,-73.6122608,Bus 51 O9,9,Bus 51 O,40072,263869130,,,264,11.73366502,80,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
155,Bus,45.4954432,-73.6152005,Bus 165 N10,10,Bus 165 N,40073,263869142,,,290,13.5792497,5,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
155,Bus,45.4992409,-73.6286008,Bus 165 N7,7,Bus 165 N,40071,263869139,,,248,36.97798321,56,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
155,Bus,45.4775113,-73.5859966,Bus 420 E11,11,Bus 420 E,40074,263869143,,,374,8.51119335,62,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
155,Bus,45.4748782,-73.638128,Bus 51 E15,15,Bus 51 E,40069,263869144,,,206,54.15852859,49,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
155,Bus,45.4709509,-73.6405769,Bus 51 E18,18,Bus 51 E,40075,263869146,,,221,52.7130817,38,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
155,Bus,45.4917805,-73.6219168,Bus 51 O3,3,Bus 51 O,40066,263869136,,,33,22.0092748,5,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
155,Bus,45.4983836,-73.6208761,Bus 51 O6,6,Bus 51 O,40070,263869138,,,89,17.34422048,10,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
155,Bus,45.5100161,-73.6124325,Bus 51 O9,9,Bus 51 O,40072,263869141,,,115,19.16064894,15,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
156,Bus,45.495462,-73.6156726,Bus 165 N10,10,Bus 165 N,40073,263869153,,,232,30.36999641,76,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
156,Bus,45.4993951,-73.6289334,Bus 165 N7,7,Bus 165 N,40071,263869150,,,368,51.72053064,15,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
156,Bus,45.4784818,-73.5849237,Bus 420 E11,11,Bus 420 E,40074,263869154,,,346,10.44909862,57,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
156,Bus,45.4750099,-73.6380154,Bus 51 E15,15,Bus 51 E,40069,263869155,,,477,42.27519289,41,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
156,Bus,45.4710083,-73.64053,Bus 51 E18,18,Bus 51 E,40075,263869157,,,201,28.74935172,42,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
156,Bus,45.4914872,-73.6222172,Bus 51 O3,3,Bus 51 O,40066,263869147,,,189,32.60862695,71,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
156,Bus,45.4980678,-73.6203289,Bus 51 O6,6,Bus 51 O,40070,263869149,,,80,18.22489487,45,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
156,Bus,45.5098281,-73.6128831,Bus 51 O9,9,Bus 51 O,40072,263869152,,,317,16.65641375,42,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
157,Bus,45.495383,-73.6163968,Bus 165 N10,10,Bus 165 N,40073,263869164,,,154,54.23430282,45,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
157,Bus,45.4995793,-73.6293787,Bus 165 N7,7,Bus 165 N,40071,263869161,,,209,14.83343262,71,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
157,Bus,45.4796553,-73.5840762,Bus 420 E11,11,Bus 420 E,40074,263869165,,,208,0.450903618,30,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
157,Bus,45.4751425,-73.637892,Bus 51 E15,15,Bus 51 E,40069,263869166,,,101,59.2687029,77,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
157,Bus,45.4710892,-73.6404629,Bus 51 E18,18,Bus 51 E,40075,263869168,,,152,1.990553332,6,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
157,Bus,45.4910435,-73.6226034,Bus 51 O3,3,Bus 51 O,40066,263869158,,,118,49.07661192,73,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
157,Bus,45.4978196,-73.6198997,Bus 51 O6,6,Bus 51 O,40070,263869160,,,273,1.081315882,47,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
157,Bus,45.50958,-73.6131835,Bus 51 O9,9,Bus 51 O,40072,263869163,,,135,49.63339031,23,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
158,Bus,45.4952777,-73.6170459,Bus 165 N10,10,Bus 165 N,40073,263869175,,,242,48.6927762,20,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
158,Bus,45.4997485,-73.6296898,Bus 165 N7,7,Bus 165 N,40071,263869172,,,66,24.76124976,68,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
158,Bus,45.4811297,-73.5829926,Bus 420 E11,11,Bus 420 E,40074,263869176,,,31,11.88876471,24,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
158,Bus,45.4752854,-73.6377673,Bus 51 E15,15,Bus 51 E,40069,263869177,,,113,13.35118497,56,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
158,Bus,45.4711701,-73.6404012,Bus 51 E18,18,Bus 51 E,40075,263869179,,,329,38.70850609,10,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
158,Bus,45.490705,-73.6229253,Bus 51 O3,3,Bus 51 O,40066,263869169,,,94,48.7098719,15,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
158,Bus,45.4975865,-73.6193955,Bus 51 O6,6,Bus 51 O,40070,263869171,,,73,2.06721382,58,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
158,Bus,45.5093695,-73.6133659,Bus 51 O9,9,Bus 51 O,40072,263869174,,,240,44.86542402,7,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
159,Bus,45.4951649,-73.6175179,Bus 165 N10,10,Bus 165 N,40073,263869186,,,483,31.73390241,54,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
159,Bus,45.5000117,-73.6303282,Bus 165 N7,7,Bus 165 N,40071,263869183,,,368,3.689237548,3,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
159,Bus,45.4826041,-73.5815442,Bus 420 E11,11,Bus 420 E,40074,263869187,,,212,7.53734217,12,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
159,Bus,45.4753701,-73.6376935,Bus 51 E15,15,Bus 51 E,40069,263869188,,,121,5.282424485,2,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
159,Bus,45.4712707,-73.6403167,Bus 51 E18,18,Bus 51 E,40075,263869190,,,201,5.973820546,45,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
159,Bus,45.4903139,-73.6232901,Bus 51 O3,3,Bus 51 O,40066,263869180,,,366,24.46641423,38,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
159,Bus,45.4973458,-73.6188912,Bus 51 O6,6,Bus 51 O,40070,263869182,,,499,3.939678151,30,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
159,Bus,45.509159,-73.6135697,Bus 51 O9,9,Bus 51 O,40072,263869185,,,414,29.83918397,7,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
160,Bus,45.4951085,-73.617872,Bus 165 N10,10,Bus 165 N,40073,263869197,,,313,33.31677553,66,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
160,Bus,45.5002599,-73.6308539,Bus 165 N7,7,Bus 165 N,40071,263869194,,,176,36.11000652,5,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
160,Bus,45.4836948,-73.5797095,Bus 420 E11,11,Bus 420 E,40074,263869198,,,253,6.765863775,5,IN_TRANSIT_TO,,STANDING_ROOM_ONLY
160,Bus,45.475482,-73.6375889,Bus 51 E15,15,Bus 51 E,40069,263869199,,,349,47.30634711,58,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
160,Bus,45.471423,-73.640196,Bus 51 E18,18,Bus 51 E,40075,263869201,,,206,33.66316527,24,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
160,Bus,45.4895919,-73.6239123,Bus 51 O3,3,Bus 51 O,40066,263869191,,,216,4.212320453,14,IN_TRANSIT_TO,,FEW_SEATS_AVAILABLE
160,Bus,45.497045,-73.6182797,Bus 51 O6,6,Bus 51 O,40070,263869193,,,303,52.94990997,19,IN_TRANSIT_TO,,MANY_SEATS_AVAILABLE
